iteration,temps_fourmis_ms,temps_evap_ms,temps_update_ms,food_quantity
424,0.452000,0.120000,0.001000,0
425,0.463000,0.112000,0.001000,0
426,0.461000,0.129000,0.002000,0
427,0.466000,0.114000,0.002000,0
428,0.486000,0.119000,0.001000,0
429,0.478000,0.155000,0.002000,0
430,0.432000,0.136000,0.001000,0
431,0.433000,0.118000,0.002000,0
432,0.450000,0.118000,0.001000,0
433,0.442000,0.145000,0.001000,0
434,0.448000,0.124000,0.002000,0
435,0.468000,0.121000,0.001000,0
436,0.452000,0.143000,0.002000,0
437,0.468000,0.111000,0.002000,0
438,0.486000,0.142000,0.002000,0
439,0.463000,0.112000,0.001000,0
440,0.432000,0.121000,0.003000,0
441,0.471000,0.114000,0.001000,0
442,0.460000,0.132000,0.001000,0
443,0.449000,0.120000,0.001000,0
444,0.483000,0.124000,0.002000,0
445,0.452000,0.117000,0.002000,0
446,0.457000,0.106000,0.002000,0
447,0.468000,0.117000,0.002000,0
448,0.432000,0.107000,0.000000,0
449,0.459000,0.123000,0.001000,0
450,0.454000,0.115000,0.001000,0
451,0.479000,0.132000,0.002000,0
452,0.458000,0.137000,0.002000,0
453,0.472000,0.109000,0.001000,0
454,0.478000,0.146000,0.001000,0
455,0.452000,0.129000,0.002000,0
456,0.426000,0.118000,0.001000,0
457,0.455000,0.132000,0.002000,0
458,0.468000,0.124000,0.001000,0
459,0.443000,0.119000,0.002000,0
460,0.456000,0.110000,0.002000,0
461,0.458000,0.118000,0.002000,0
462,0.465000,0.110000,0.001000,0
463,0.457000,0.139000,0.002000,0
464,0.484000,0.109000,0.001000,0
465,0.468000,0.137000,0.002000,0
466,0.463000,0.108000,0.000000,0
467,0.498000,0.114000,0.002000,0
468,0.460000,0.116000,0.002000,0
469,0.459000,0.121000,0.002000,0
470,0.452000,0.106000,0.001000,0
471,0.451000,0.135000,0.002000,0
472,0.470000,0.127000,0.001000,0
473,0.460000,0.128000,0.001000,0
474,0.427000,0.114000,0.001000,0
475,0.449000,0.119000,0.002000,0
476,0.459000,0.114000,0.001000,0
477,0.473000,0.126000,0.001000,0
478,0.464000,0.141000,0.001000,0
479,0.466000,0.113000,0.002000,0
480,0.468000,0.123000,0.001000,0
481,0.470000,0.133000,0.001000,0
482,0.469000,0.128000,0.002000,0
483,0.482000,0.106000,0.002000,0
484,0.435000,0.114000,0.001000,0
485,0.478000,0.116000,0.000000,0
486,0.464000,0.136000,0.001000,0
487,0.446000,0.123000,0.002000,0
488,0.471000,0.123000,0.002000,0
489,0.483000,0.114000,0.001000,0
490,0.469000,0.132000,0.001000,0
491,0.445000,0.124000,0.001000,0
492,0.488000,0.106000,0.001000,0
493,0.498000,0.112000,0.002000,0
494,0.448000,0.121000,0.001000,0
495,0.464000,0.128000,0.001000,0
496,0.464000,0.125000,0.000000,0
497,0.471000,0.116000,0.001000,0
498,0.457000,0.143000,0.001000,0
499,0.479000,0.129000,0.001000,0
500,0.470000,0.107000,0.001000,0
501,0.465000,0.129000,0.002000,0
502,0.453000,0.126000,0.001000,0
503,0.464000,0.105000,0.001000,0
504,0.446000,0.122000,0.002000,0
505,0.473000,0.112000,0.002000,0
506,0.478000,0.110000,0.002000,0
507,0.461000,0.118000,0.001000,0
508,0.464000,0.115000,0.002000,0
509,0.475000,0.145000,0.002000,0
510,0.467000,0.127000,0.002000,0
511,0.481000,0.146000,0.002000,0
512,0.455000,0.114000,0.001000,0
513,0.452000,0.117000,0.001000,0
514,0.396000,0.142000,0.001000,0
515,0.490000,0.122000,0.001000,0
516,0.466000,0.123000,0.002000,0
517,0.486000,0.123000,0.002000,0
518,0.450000,0.116000,0.002000,0
519,0.452000,0.121000,0.001000,0
520,0.428000,0.120000,0.001000,0
521,0.466000,0.133000,0.002000,0
522,0.434000,0.124000,0.002000,0
523,0.478000,0.119000,0.001000,0
524,0.443000,0.113000,0.001000,0
525,0.457000,0.118000,0.002000,0
526,0.477000,0.111000,0.001000,0
527,0.483000,0.111000,0.001000,0
528,0.454000,0.109000,0.001000,0
529,0.437000,0.119000,0.002000,0
530,0.479000,0.098000,0.001000,0
531,0.476000,0.142000,0.002000,0
532,0.482000,0.125000,0.001000,0
533,0.472000,0.136000,0.002000,0
534,0.449000,0.124000,0.002000,0
535,0.472000,0.157000,0.002000,0
536,0.497000,0.111000,0.001000,0
537,0.451000,0.133000,0.002000,0
538,0.450000,0.136000,0.002000,0
539,0.484000,0.129000,0.002000,0
540,0.471000,0.131000,0.001000,0
541,0.491000,0.117000,0.002000,0
542,0.468000,0.133000,0.001000,0
543,0.442000,0.106000,0.001000,0
544,0.499000,0.135000,0.001000,0
545,0.467000,0.138000,0.001000,0
546,0.476000,0.121000,0.001000,0
547,0.435000,0.143000,0.002000,0
548,0.463000,0.126000,0.002000,0
549,0.481000,0.121000,0.001000,0
550,0.458000,0.141000,0.002000,0
551,0.461000,0.123000,0.002000,0
552,0.460000,0.133000,0.001000,0
553,0.508000,0.140000,0.001000,0
554,0.478000,0.115000,0.001000,0
555,0.454000,0.126000,0.001000,0
556,0.455000,0.116000,0.002000,0
557,0.471000,0.147000,0.001000,0
558,0.467000,0.128000,0.002000,0
559,0.475000,0.144000,0.002000,0
560,0.461000,0.142000,0.002000,0
561,0.491000,0.152000,0.001000,0
562,0.498000,0.138000,0.001000,0
563,0.520000,0.124000,0.001000,0
564,0.466000,0.123000,0.002000,0
565,0.454000,0.135000,0.001000,0
566,0.460000,0.124000,0.002000,0
567,0.478000,0.138000,0.002000,0
568,0.472000,0.147000,0.001000,0
569,0.477000,0.137000,0.002000,0
570,0.433000,0.144000,0.002000,0
571,0.469000,0.154000,0.002000,0
572,0.509000,0.122000,0.001000,0
573,0.457000,0.142000,0.001000,0
574,0.435000,0.105000,0.002000,0
575,0.461000,0.124000,0.001000,0
576,0.460000,0.135000,0.001000,0
577,0.472000,0.132000,0.001000,0
578,0.445000,0.134000,0.001000,0
579,0.446000,0.106000,0.002000,0
580,0.450000,0.135000,0.001000,0
581,0.473000,0.130000,0.002000,0
582,0.460000,0.137000,0.002000,0
583,0.496000,0.141000,0.002000,0
584,0.507000,0.129000,0.002000,0
585,0.437000,0.142000,0.001000,0
586,0.455000,0.128000,0.002000,0
587,0.506000,0.133000,0.001000,0
588,0.478000,0.136000,0.002000,0
589,0.455000,0.163000,0.002000,0
590,0.433000,0.157000,0.002000,0
591,0.505000,0.134000,0.002000,0
592,0.484000,0.161000,0.001000,0
593,0.488000,0.159000,0.002000,0
594,0.469000,0.129000,0.001000,0
595,0.460000,0.142000,0.002000,0
596,0.471000,0.137000,0.002000,0
597,0.496000,0.132000,0.001000,0
598,0.482000,0.130000,0.002000,0
599,0.503000,0.112000,0.002000,0
600,0.478000,0.145000,0.001000,0
601,0.506000,0.108000,0.002000,0
602,0.495000,0.122000,0.001000,0
603,0.494000,0.159000,0.001000,0
604,0.488000,0.115000,0.001000,0
605,0.477000,0.154000,0.002000,0
606,0.472000,0.133000,0.001000,0
607,0.511000,0.134000,0.002000,0
608,0.462000,0.147000,0.001000,0
609,0.490000,0.119000,0.001000,0
610,0.459000,0.142000,0.001000,0
611,0.494000,0.122000,0.001000,0
612,0.482000,0.117000,0.001000,0
613,0.509000,0.130000,0.002000,0
614,0.460000,0.135000,0.001000,0
615,0.426000,0.126000,0.001000,0
616,0.479000,0.151000,0.002000,0
617,0.497000,0.140000,0.001000,0
618,0.472000,0.119000,0.002000,0
619,0.453000,0.133000,0.002000,0
620,0.481000,0.116000,0.002000,0
621,0.476000,0.128000,0.002000,0
622,0.480000,0.158000,0.001000,0
623,0.506000,0.134000,0.002000,0
624,0.540000,0.134000,0.002000,0
625,0.480000,0.152000,0.001000,0
626,0.490000,0.154000,0.002000,0
627,0.473000,0.161000,0.001000,0
628,0.493000,0.145000,0.001000,0
629,0.478000,0.139000,0.002000,0
630,0.442000,0.153000,0.002000,0
631,0.477000,0.147000,0.001000,0
632,0.467000,0.136000,0.002000,0
633,0.522000,0.128000,0.001000,0
634,0.434000,0.124000,0.002000,0
635,0.465000,0.138000,0.001000,0
636,0.491000,0.134000,0.001000,0
637,0.491000,0.119000,0.001000,0
638,0.451000,0.144000,0.001000,0
639,0.476000,0.141000,0.001000,0
640,0.479000,0.155000,0.002000,0
641,0.456000,0.142000,0.000000,0
642,0.479000,0.110000,0.001000,0
643,0.480000,0.146000,0.001000,0
644,0.484000,0.128000,0.002000,0
645,0.477000,0.152000,0.002000,0
646,0.514000,0.112000,0.002000,0
647,0.439000,0.138000,0.002000,0
648,0.455000,0.128000,0.002000,0
649,0.457000,0.118000,0.001000,0
650,0.478000,0.134000,0.001000,0
651,0.445000,0.129000,0.000000,0
652,0.480000,0.129000,0.002000,0
653,0.467000,0.148000,0.002000,0
654,0.470000,0.147000,0.002000,0
655,0.487000,0.136000,0.001000,0
656,0.459000,0.153000,0.001000,0
657,0.448000,0.122000,0.002000,0
658,0.400000,0.123000,0.000000,0
659,0.485000,0.133000,0.002000,0
660,0.443000,0.124000,0.001000,0
661,0.462000,0.139000,0.002000,0
662,0.519000,0.130000,0.002000,0
663,0.460000,0.127000,0.002000,0
664,0.464000,0.130000,0.001000,0
665,0.471000,0.120000,0.001000,0
666,0.505000,0.139000,0.001000,0
667,0.479000,0.113000,0.001000,0
668,0.476000,0.174000,0.001000,0
669,0.468000,0.123000,0.001000,0
670,0.474000,0.121000,0.002000,0
671,0.463000,0.138000,0.002000,0
672,0.421000,0.134000,0.001000,0
673,0.485000,0.126000,0.001000,0
674,0.466000,0.119000,0.001000,0
675,0.454000,0.116000,0.001000,0
676,0.442000,0.130000,0.001000,0
677,0.470000,0.149000,0.001000,0
678,0.476000,0.131000,0.002000,0
679,0.449000,0.122000,0.002000,0
680,0.489000,0.157000,0.001000,0
681,0.520000,0.146000,0.002000,0
682,0.457000,0.156000,0.001000,0
683,0.483000,0.141000,0.002000,0
684,0.479000,0.126000,0.001000,0
685,0.509000,0.152000,0.002000,0
686,0.502000,0.124000,0.002000,0
687,0.470000,0.140000,0.002000,0
688,0.484000,0.119000,0.002000,0
689,0.457000,0.132000,0.000000,0
690,0.515000,0.131000,0.001000,0
691,0.486000,0.132000,0.003000,0
692,0.475000,0.128000,0.001000,0
693,0.502000,0.137000,0.002000,0
694,0.483000,0.124000,0.002000,0
695,0.466000,0.129000,0.002000,0
696,0.480000,0.156000,0.002000,0
697,0.477000,0.108000,0.002000,0
698,0.434000,0.143000,0.001000,0
699,0.476000,0.139000,0.002000,0
700,0.489000,0.111000,0.001000,0
701,0.456000,0.144000,0.002000,0
702,0.508000,0.156000,0.002000,0
703,0.473000,0.128000,0.001000,0
704,0.500000,0.127000,0.001000,0
705,0.509000,0.129000,0.001000,0
706,0.458000,0.120000,0.002000,0
707,0.440000,0.128000,0.001000,0
708,0.492000,0.127000,0.001000,0
709,0.499000,0.134000,0.002000,0
710,0.504000,0.139000,0.002000,0
711,0.508000,0.153000,0.001000,0
712,0.512000,0.131000,0.001000,0
713,0.457000,0.120000,0.002000,0
714,0.430000,0.126000,0.002000,0
715,0.468000,0.128000,0.002000,0
716,0.476000,0.125000,0.001000,0
717,0.447000,0.138000,0.001000,0
718,0.499000,0.123000,0.001000,0
719,0.440000,0.133000,0.001000,0
720,0.500000,0.130000,0.002000,0
721,0.487000,0.124000,0.001000,0
722,0.434000,0.125000,0.002000,0
723,0.447000,0.124000,0.002000,0
724,0.480000,0.137000,0.001000,0
725,0.472000,0.128000,0.002000,0
726,0.501000,0.133000,0.002000,0
727,0.465000,0.127000,0.002000,0
728,0.448000,0.153000,0.002000,0
729,0.490000,0.122000,0.001000,0
730,0.477000,0.149000,0.001000,0
731,0.484000,0.143000,0.002000,0
732,0.484000,0.138000,0.001000,0
733,0.491000,0.150000,0.001000,0
734,0.481000,0.128000,0.001000,0
735,0.492000,0.131000,0.001000,0
736,0.469000,0.126000,0.002000,0
737,0.498000,0.148000,0.002000,0
738,0.468000,0.143000,0.002000,0
739,0.468000,0.158000,0.001000,0
740,0.470000,0.127000,0.002000,0
741,0.513000,0.114000,0.001000,0
742,0.453000,0.110000,0.001000,0
743,0.448000,0.133000,0.000000,0
744,0.429000,0.111000,0.002000,0
745,0.450000,0.111000,0.001000,0
746,0.486000,0.116000,0.002000,0
747,0.432000,0.111000,0.001000,0
748,0.456000,0.111000,0.002000,0
749,0.442000,0.115000,0.002000,0
750,0.479000,0.104000,0.002000,0
751,0.442000,0.121000,0.001000,0
752,0.464000,0.123000,0.001000,0
753,0.436000,0.111000,0.001000,0
754,0.488000,0.108000,0.002000,0
755,0.471000,0.110000,0.002000,0
756,0.488000,0.141000,0.001000,0
757,0.462000,0.143000,0.002000,0
758,0.481000,0.114000,0.002000,0
759,0.497000,0.115000,0.001000,0
760,0.450000,0.119000,0.001000,0
761,0.482000,0.140000,0.001000,0
762,0.448000,0.120000,0.001000,0
763,0.479000,0.116000,0.001000,0
764,0.490000,0.139000,0.002000,0
765,0.481000,0.144000,0.001000,0
766,0.462000,0.117000,0.001000,0
767,0.469000,0.116000,0.001000,0
768,0.416000,0.133000,0.001000,0
769,0.506000,0.126000,0.001000,0
770,0.492000,0.112000,0.002000,0
771,0.454000,0.131000,0.001000,0
772,0.449000,0.119000,0.001000,0
773,0.455000,0.116000,0.001000,0
774,0.449000,0.121000,0.002000,0
775,0.426000,0.119000,0.001000,0
776,0.452000,0.118000,0.002000,0
777,0.455000,0.133000,0.001000,0
778,0.468000,0.108000,0.002000,0
779,0.464000,0.121000,0.002000,0
780,0.439000,0.108000,0.001000,0
781,0.452000,0.122000,0.001000,0
782,0.470000,0.131000,0.002000,0
783,0.484000,0.108000,0.001000,0
784,0.442000,0.123000,0.002000,0
785,0.468000,0.125000,0.001000,0
786,0.460000,0.133000,0.001000,0
787,0.462000,0.134000,0.001000,0
788,0.446000,0.124000,0.002000,0
789,0.438000,0.127000,0.002000,0
790,0.499000,0.128000,0.001000,0
791,0.470000,0.108000,0.002000,0
792,0.435000,0.120000,0.001000,0
793,0.480000,0.128000,0.001000,0
794,0.415000,0.111000,0.002000,0
795,0.463000,0.110000,0.001000,0
796,0.478000,0.108000,0.002000,0
797,0.439000,0.105000,0.001000,0
798,0.440000,0.141000,0.001000,0
799,0.496000,0.136000,0.001000,0
800,0.438000,0.129000,0.001000,0
801,0.454000,0.117000,0.001000,0
802,0.457000,0.115000,0.000000,0
803,0.452000,0.122000,0.001000,0
804,0.470000,0.132000,0.001000,0
805,0.431000,0.129000,0.001000,0
806,0.455000,0.136000,0.001000,0
807,0.508000,0.127000,0.002000,0
808,0.459000,0.114000,0.001000,0
809,0.456000,0.121000,0.002000,0
810,0.419000,0.149000,0.002000,0
811,0.405000,0.128000,0.001000,0
812,0.445000,0.139000,0.001000,0
813,0.446000,0.127000,0.001000,0
814,0.452000,0.119000,0.001000,0
815,0.468000,0.116000,0.001000,0
816,0.474000,0.118000,0.001000,0
817,0.463000,0.122000,0.002000,0
818,0.446000,0.108000,0.001000,0
819,0.454000,0.109000,0.001000,0
820,0.460000,0.124000,0.001000,0
821,0.467000,0.124000,0.001000,0
822,0.461000,0.126000,0.002000,0
823,0.473000,0.137000,0.002000,0
824,0.467000,0.131000,0.001000,0
825,0.455000,0.120000,0.002000,0
826,0.476000,0.123000,0.002000,0
827,0.458000,0.112000,0.002000,0
828,0.445000,0.111000,0.002000,0
829,0.431000,0.137000,0.001000,0
830,0.500000,0.136000,0.001000,0
831,0.487000,0.120000,0.001000,0
832,0.455000,0.107000,0.001000,0
833,0.462000,0.115000,0.001000,0
834,0.458000,0.128000,0.002000,0
835,0.461000,0.127000,0.002000,0
836,0.482000,0.145000,0.001000,0
837,0.466000,0.115000,0.002000,0
838,0.473000,0.121000,0.002000,0
839,0.463000,0.122000,0.002000,0
840,0.454000,0.123000,0.001000,0
841,0.484000,0.129000,0.002000,0
842,0.475000,0.114000,0.002000,0
843,0.454000,0.136000,0.001000,0
844,0.468000,0.123000,0.002000,0
845,0.444000,0.121000,0.001000,0
846,0.433000,0.116000,0.002000,0
847,0.450000,0.128000,0.002000,0
848,0.438000,0.118000,0.001000,0
849,0.463000,0.135000,0.001000,0
850,0.453000,0.119000,0.002000,0
851,0.432000,0.104000,0.002000,0
852,0.410000,0.117000,0.001000,0
853,0.473000,0.121000,0.001000,0
854,0.457000,0.145000,0.002000,0
855,0.476000,0.128000,0.001000,0
856,0.457000,0.118000,0.001000,0
857,0.490000,0.129000,0.001000,0
858,0.473000,0.122000,0.001000,0
859,0.467000,0.116000,0.001000,0
860,0.470000,0.136000,0.001000,0
861,0.547000,0.154000,0.002000,0
862,0.619000,0.118000,0.002000,0
863,0.495000,0.120000,0.001000,0
864,0.472000,0.116000,0.001000,0
865,0.450000,0.131000,0.002000,0
866,0.471000,0.113000,0.001000,0
867,0.439000,0.116000,0.001000,0
868,0.461000,0.109000,0.002000,0
869,0.469000,0.109000,0.001000,0
870,0.477000,0.135000,0.001000,0
871,0.451000,0.113000,0.002000,0
872,0.472000,0.114000,0.002000,0
873,0.500000,0.118000,0.002000,0
874,0.480000,0.129000,0.002000,0
875,0.456000,0.121000,0.002000,0
876,0.456000,0.129000,0.001000,0
877,0.434000,0.168000,0.001000,0
878,0.510000,0.164000,0.001000,0
879,0.458000,0.140000,0.001000,0
880,0.441000,0.122000,0.001000,0
881,0.470000,0.111000,0.002000,0
882,0.457000,0.138000,0.001000,0
883,0.469000,0.121000,0.002000,0
884,0.475000,0.116000,0.001000,0
885,0.451000,0.121000,0.002000,0
886,0.454000,0.118000,0.002000,0
887,0.444000,0.153000,0.002000,0
888,0.476000,0.118000,0.002000,0
889,0.423000,0.129000,0.001000,0
890,0.467000,0.103000,0.002000,0
891,0.439000,0.111000,0.001000,0
892,0.442000,0.143000,0.002000,0
893,0.496000,0.121000,0.002000,0
894,0.487000,0.143000,0.001000,0
895,0.471000,0.113000,0.001000,0
896,0.462000,0.121000,0.002000,0
897,0.437000,0.123000,0.001000,0
898,0.470000,0.126000,0.002000,0
899,0.466000,0.115000,0.001000,0
900,0.459000,0.102000,0.002000,0
901,0.436000,0.121000,0.002000,0
902,0.457000,0.115000,0.001000,0
903,0.450000,0.123000,0.001000,0
904,0.458000,0.133000,0.002000,0
905,0.444000,0.132000,0.001000,0
906,0.454000,0.131000,0.001000,0
907,0.476000,0.118000,0.001000,0
908,0.420000,0.123000,0.001000,0
909,0.454000,0.118000,0.002000,0
910,0.492000,0.123000,0.002000,0
911,0.453000,0.130000,0.001000,0
912,0.460000,0.133000,0.002000,0
913,0.467000,0.124000,0.001000,0
914,0.465000,0.110000,0.001000,0
915,0.454000,0.131000,0.001000,0
916,0.463000,0.134000,0.001000,0
917,0.469000,0.136000,0.002000,0
918,0.467000,0.131000,0.002000,0
919,0.434000,0.122000,0.002000,0
920,0.473000,0.121000,0.002000,0
921,0.434000,0.128000,0.002000,0
922,0.459000,0.111000,0.002000,0
923,0.433000,0.114000,0.001000,0
924,0.441000,0.111000,0.002000,0
925,0.462000,0.124000,0.002000,0
926,0.454000,0.142000,0.001000,0
927,0.465000,0.116000,0.002000,0
928,0.447000,0.117000,0.001000,0
929,0.459000,0.131000,0.002000,0
930,0.437000,0.123000,0.001000,0
931,0.457000,0.113000,0.001000,0
932,0.468000,0.120000,0.002000,0
933,0.480000,0.125000,0.002000,0
934,0.458000,0.125000,0.001000,0
935,0.458000,0.116000,0.001000,0
936,0.448000,0.117000,0.001000,0
937,0.503000,0.114000,0.001000,0
938,0.484000,0.142000,0.002000,0
939,0.432000,0.124000,0.002000,0
940,0.483000,0.158000,0.002000,0
941,0.428000,0.123000,0.002000,0
942,0.484000,0.133000,0.002000,0
943,0.458000,0.112000,0.001000,0
944,0.495000,0.111000,0.002000,0
945,0.471000,0.134000,0.002000,0
946,0.465000,0.122000,0.001000,0
947,0.440000,0.140000,0.002000,0
948,0.467000,0.122000,0.002000,0
949,0.489000,0.108000,0.001000,0
950,0.476000,0.126000,0.001000,0
951,0.433000,0.129000,0.001000,0
952,0.477000,0.135000,0.001000,0
953,0.456000,0.115000,0.001000,0
954,0.439000,0.134000,0.002000,0
955,0.460000,0.125000,0.002000,0
956,0.471000,0.122000,0.001000,0
957,0.492000,0.117000,0.001000,0
958,0.437000,0.126000,0.002000,0
959,0.457000,0.119000,0.002000,0
960,0.466000,0.144000,0.002000,0
961,0.437000,0.120000,0.002000,0
962,0.473000,0.134000,0.001000,0
963,0.480000,0.125000,0.001000,0
964,0.478000,0.113000,0.001000,0
965,0.461000,0.133000,0.001000,0
966,0.489000,0.116000,0.002000,0
967,0.449000,0.121000,0.002000,0
968,0.454000,0.134000,0.001000,0
969,0.437000,0.124000,0.002000,0
970,0.485000,0.117000,0.002000,0
971,0.450000,0.128000,0.002000,0
972,0.480000,0.126000,0.001000,0
973,0.474000,0.120000,0.001000,0
974,0.476000,0.114000,0.001000,0
975,0.450000,0.121000,0.002000,0
976,0.477000,0.123000,0.002000,0
977,0.456000,0.132000,0.001000,0
978,0.456000,0.114000,0.002000,0
979,0.487000,0.112000,0.002000,0
980,0.513000,0.122000,0.001000,0
981,0.467000,0.117000,0.002000,0
982,0.461000,0.110000,0.001000,0
983,0.453000,0.130000,0.002000,0
984,0.450000,0.148000,0.002000,0
985,0.475000,0.114000,0.002000,0
986,0.474000,0.125000,0.001000,0
987,0.491000,0.123000,0.001000,0
988,0.467000,0.126000,0.002000,0
989,0.496000,0.123000,0.001000,0
990,0.466000,0.123000,0.001000,0
991,0.448000,0.135000,0.002000,0
992,0.460000,0.134000,0.001000,0
993,0.489000,0.106000,0.001000,0
994,0.468000,0.108000,0.001000,0
995,0.474000,0.131000,0.002000,0
996,0.464000,0.122000,0.002000,0
997,0.483000,0.117000,0.001000,0
998,0.429000,0.125000,0.001000,0
999,0.458000,0.108000,0.002000,0
1000,0.486000,0.135000,0.001000,0
1001,0.435000,0.113000,0.002000,0
1002,0.458000,0.132000,0.001000,0
1003,0.462000,0.137000,0.001000,0
1004,0.480000,0.132000,0.002000,0
1005,0.453000,0.122000,0.002000,0
1006,0.462000,0.113000,0.001000,0
1007,0.464000,0.134000,0.002000,0
1008,0.469000,0.120000,0.002000,0
1009,0.455000,0.129000,0.002000,0
1010,0.466000,0.131000,0.002000,0
1011,0.447000,0.111000,0.002000,0
1012,0.465000,0.114000,0.002000,0
1013,0.469000,0.121000,0.002000,0
1014,0.476000,0.123000,0.002000,0
1015,0.466000,0.120000,0.001000,0
1016,0.464000,0.134000,0.002000,0
1017,0.464000,0.120000,0.002000,0
1018,0.422000,0.140000,0.002000,0
1019,0.470000,0.120000,0.001000,0
1020,0.496000,0.121000,0.002000,0
1021,0.474000,0.126000,0.001000,0
1022,0.464000,0.128000,0.002000,0
1023,0.447000,0.146000,0.001000,0
1024,0.464000,0.109000,0.002000,0
1025,0.458000,0.112000,0.001000,0
1026,0.472000,0.140000,0.001000,0
1027,0.463000,0.112000,0.002000,0
1028,0.461000,0.130000,0.001000,0
1029,0.466000,0.124000,0.002000,0
1030,0.466000,0.128000,0.001000,0
1031,0.432000,0.132000,0.001000,0
1032,0.453000,0.125000,0.001000,0
1033,0.460000,0.121000,0.002000,0
1034,0.470000,0.124000,0.002000,0
1035,0.474000,0.128000,0.002000,0
1036,0.439000,0.127000,0.002000,0
1037,0.476000,0.141000,0.002000,0
1038,0.426000,0.122000,0.002000,0
1039,0.465000,0.124000,0.001000,0
1040,0.475000,0.104000,0.001000,0
1041,0.430000,0.119000,0.001000,0
1042,0.477000,0.131000,0.001000,0
1043,0.449000,0.119000,0.002000,0
1044,0.460000,0.123000,0.000000,0
1045,0.467000,0.121000,0.002000,0
1046,0.495000,0.131000,0.002000,0
1047,0.475000,0.119000,0.001000,0
1048,0.472000,0.121000,0.002000,0
1049,0.466000,0.125000,0.002000,0
1050,0.463000,0.119000,0.002000,0
1051,0.426000,0.119000,0.002000,0
1052,0.463000,0.124000,0.000000,0
1053,0.449000,0.118000,0.002000,0
1054,0.466000,0.113000,0.002000,0
1055,0.427000,0.127000,0.001000,0
1056,0.460000,0.130000,0.002000,0
1057,0.458000,0.115000,0.002000,0
1058,0.481000,0.125000,0.002000,0
1059,0.494000,0.119000,0.002000,0
1060,0.456000,0.121000,0.002000,0
1061,0.452000,0.123000,0.002000,0
1062,0.492000,0.140000,0.002000,0
1063,0.463000,0.134000,0.001000,0
1064,0.454000,0.120000,0.001000,0
1065,0.471000,0.118000,0.001000,0
1066,0.471000,0.121000,0.001000,0
1067,0.489000,0.127000,0.002000,0
1068,0.503000,0.122000,0.002000,0
1069,0.467000,0.109000,0.001000,0
1070,0.478000,0.122000,0.001000,0
1071,0.457000,0.114000,0.001000,0
1072,0.426000,0.123000,0.002000,0
1073,0.475000,0.139000,0.001000,0
1074,0.467000,0.139000,0.001000,0
1075,0.476000,0.124000,0.001000,0
1076,0.458000,0.114000,0.002000,0
1077,0.466000,0.133000,0.001000,0
1078,0.474000,0.110000,0.002000,0
1079,0.429000,0.122000,0.001000,0
1080,0.455000,0.122000,0.001000,0
1081,0.476000,0.112000,0.001000,0
1082,0.463000,0.119000,0.002000,0
1083,0.428000,0.121000,0.001000,0
1084,0.465000,0.103000,0.002000,0
1085,0.432000,0.124000,0.001000,0
1086,0.492000,0.133000,0.002000,0
1087,0.451000,0.126000,0.001000,0
1088,0.450000,0.134000,0.001000,0
1089,0.468000,0.118000,0.001000,0
1090,0.461000,0.125000,0.002000,0
1091,0.459000,0.134000,0.001000,0
1092,0.457000,0.132000,0.002000,0
1093,0.456000,0.130000,0.000000,0
1094,0.493000,0.111000,0.002000,0
1095,0.427000,0.121000,0.002000,0
1096,0.477000,0.116000,0.001000,0
1097,0.470000,0.120000,0.001000,0
1098,0.428000,0.123000,0.002000,0
1099,0.519000,0.121000,0.002000,0
1100,0.452000,0.126000,0.002000,0
1101,0.510000,0.122000,0.001000,0
1102,0.475000,0.139000,0.002000,0
1103,0.439000,0.107000,0.002000,0
1104,0.465000,0.102000,0.001000,0
1105,0.409000,0.118000,0.002000,0
1106,0.470000,0.103000,0.001000,0
1107,0.446000,0.111000,0.001000,0
1108,0.506000,0.139000,0.001000,0
1109,0.458000,0.122000,0.002000,0
1110,0.487000,0.123000,0.001000,0
1111,0.454000,0.126000,0.001000,0
1112,0.475000,0.122000,0.002000,0
1113,0.466000,0.118000,0.001000,0
1114,0.462000,0.129000,0.002000,0
1115,0.467000,0.111000,0.001000,0
1116,0.474000,0.141000,0.001000,0
1117,0.468000,0.126000,0.002000,0
1118,0.472000,0.113000,0.001000,0
1119,0.425000,0.112000,0.002000,0
1120,0.440000,0.118000,0.002000,0
1121,0.485000,0.140000,0.002000,0
1122,0.439000,0.106000,0.002000,0
1123,0.459000,0.117000,0.002000,0
1124,0.470000,0.122000,0.002000,0
1125,0.451000,0.113000,0.001000,0
1126,0.469000,0.109000,0.001000,0
1127,0.494000,0.110000,0.001000,0
1128,0.507000,0.123000,0.002000,0
1129,0.461000,0.128000,0.001000,0
1130,0.478000,0.109000,0.002000,0
1131,0.444000,0.141000,0.001000,0
1132,0.482000,0.135000,0.001000,0
1133,0.551000,0.137000,0.001000,0
1134,0.539000,0.129000,0.001000,0
1135,0.531000,0.181000,0.001000,0
1136,0.486000,0.122000,0.001000,0
1137,0.474000,0.137000,0.002000,0
1138,0.463000,0.112000,0.002000,0
1139,0.483000,0.121000,0.001000,0
1140,0.478000,0.128000,0.001000,0
1141,0.442000,0.122000,0.001000,0
1142,0.484000,0.115000,0.002000,0
1143,0.465000,0.135000,0.001000,0
1144,0.454000,0.134000,0.003000,0
1145,0.473000,0.135000,0.001000,0
1146,0.481000,0.121000,0.002000,0
1147,0.448000,0.110000,0.002000,0
1148,0.590000,0.131000,0.001000,0
1149,0.442000,0.112000,0.002000,0
